tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,Review_1,Review_2,Review_3
Architecture,298,Cornell University,Mike,,Manville,1786758,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"Good guy. Had him for my FWS. Interesting and thorough lecturer. Will work with you and help you succeed, but does expect a certain amount out of his students. Wrote a couple of papers, no tests.",,
Hospitality,298,Cornell University,Yifei,,Mao,2596084,1,poor,TEACHER,PROFESSOR,2.0,,,,"Lectures are dry and she cold calls every single class. She doesn't explain well so it's difficult to participate as often as she wants. But, she is really caring and wants you to do well. LOTS of office hours. Tests are exactly like homework, and she gives so much partial credit you could get every problem wrong and still get a good grade.",,
Sociology,298,Cornell University,Vida,,Maralani,2449773,2,good,TEACHER,PROFESSOR,4.0,5.0,5.0,,"Brilliant sociologist and excellent at breaking down statistical concepts in applied ways. Highly recommend this prof for taking stats. Definitely grades tough, but curves overall. You will have to work a lot - weekly assignments are time bloats, but are good learning tools.","Professor Maralani is a very intelligent stats professor and she can teach you a lot. That being said, sometimes she is a little toooo smart and will confuse the whole class, but if you talk to her one on one she'd clear it up. The tests are pretty hard, and sometimes feel like they are unrelated to class content. But, the curve is generous.",
Biological Sciences,298,Cornell University,John,,March,935415,10,average,TEACHER,PROFESSOR,2.7,4.0,4.0,,Dr. March is a great professor. He taught the second portion of ENGRI/BEE 1337. He taught us a lot about engineering ethics and scientific research. He assigned very little work and his prelim was open note and was very fair. He emphasized trying to give us an appreciation for the field. Would definitely take another class with him down the road.,"March is perhaps my favorite professor. Lectures are engaging and interesting.. yet slightly too fast and messy. He didnt assign much hw, additional practice wouldve been nice. He seems to genuinely care about his students and doesnt try to be difficult. Exams are manageable, but unpredictable. I loved his enthusiasm and learned a fair amount.",March is the worst professor that I ever had at Cornell. He's so disorganized and gets mad at students for not understanding the material (when he's the one teaching so poorly). The avg for the first prelim was extremely low. 3600 is interesting material but he just killed it for me. He mumbles and has awful handwriting.
English,298,Cornell University,Cary,,Marcous,2437112,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,Great professor. Very respectful of the diversity of students in class discussions. Papers are straightforward and flexible.,Overall excellent and extremely fair professor.,
Information Science,298,Cornell University,Drew,,Margolin,2122686,8,good,TEACHER,PROFESSOR,3.6,5.0,5.0,,Lecture information was pretty straightforward. Class content feels like it could be summed up in a netflix docuseries tbh. Prof seemed cocky or snobby the entire semester - not sure what their deal was there. Overall could've made the class more interesting or thought provoking.,"nice guy, annoying little class assignments, lectures get increasingly messy/ hard to follow. Still enjoyed the class and able to perform well.","Show up to class and submit your attendance. Lectures are easy and clear to follow. Test questions can be ambiguous. If I studied for more than a few hours before each prelim, I would've done better. Final is noncumulative."
Government,298,Cornell University,Joseph,,Margulies,1969269,18,average,TEACHER,PROFESSOR,3.3,5.0,5.0,,"This has been my favorite class with my favorite professor in college so far. Lectures were so inspirational. It's rare to find a professor so incredibly knowledgeable while so compassionate towards both his students and those he teaches about who face injustice. Come in with an open mind, put in the work, and you will get a ton out of the class.","Professor Margulies was incredible. I would warn people to not take his class if you are not ready for debating with him, and he presses very hard in debates. People who are anxious about that sort of thing, as well as those who are not able to formulate logical and complete arguments quickly should beware. If you like that sort of thing, take him.","One of the most brilliant, compassionate, and inspirational professors I have ever had. 10/10 recommend."
Government,298,Cornell University,Patchen,,Markell,2482448,8,poor,TEACHER,PROFESSOR,2.1,5.0,5.0,,"Patchen is arguably one of the most articulate and intelligent minds at Cornell, which is why it's a shame he's such a poor lecturer; He chooses not to stimulate discussion and relies heavily on the TA's. The grading for the response papers will tank your grade if you do not provide an exceptional response. I wish I hadn't this course.",Professor Markell does not know his audience. He assigns hundreds of pages of readings weekly and then never mentions any of them in class. His lectures are full of insane irrelevant tangents that not even the TAs can explain. He enforces lecture attendance with two pop quizzes because no one would attend otherwise. Avoid at all costs.,"Dense, intricate lectures with out any real use of slides, visuals. Lectures can be very interesting but they can also often be difficult to stay attentive to at 8:40am. Essays require a lot of effort but the prompts are interesting. Readings are dense and usually more than 100 pages/week. I would recommend taking fall intro gov classes (Amer, IR)"
Chemistry,298,Cornell University,Sierra,,Marker,2408039,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Philosophy,298,Cornell University,Julia,,Markovits,2491555,4,good,TEACHER,PROFESSOR,3.8,5.0,5.0,,"Professor Markovits is fantastic and I took another class with her after taking ethics. Her lectures are great and her grading is very fair. She has lots of opportunities to get easy credit, such as attendance/ participation and short weekly posts which are graded only on completion. She also has flexible deadlines for papers. Great professor!","Great lecturer, you have to respond to the readings before every class but she always gives a reasonable amount of reading (no more than 20 pages but usually pretty dense). She then explains the readings in class and gives you her notes on them! You basically don't have to take notes in class at all and can just think about the topic/ follow along.",Material and readings were interesting. Only thing I didn't like was the attendance/participation component.
Physical Ed,298,Cornell University,Katherine,,Marks,821842,4,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Katherine is AWESOME! She is a great masseuse that really understands the stresses of being a Cornell student. She shows you step-by-step the different techniques. This class, Swedish Massage, is a fantastic class to take, it really helps relieve stress, it feels great, and it gives you some new massage techniques to impress your significant other.",I LOVE HER. She is awesome. She is so soft-spoken and cute and knows everything and helps you and will remember your name a year later and will let you come visit and practice even if you're not enrolled. This class is VERY practical and VERY relaxing. TAKE IT!,How can a class like this NOT be good? Katie is a friendly and helpful instructor. Could not have asked for better.
Philosophy,298,Cornell University,Andrei,,Marmor,2312584,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Chemistry,298,Cornell University,John,,Marohn,265282,64,poor,TEACHER,PROFESSOR,2.4,5.0,5.0,,He does not cover enough material correlated with the textbook. Very unresponsive to emails. Tests are inconsistent with lecture material. \n,"The hws and exams were not bad. The exams had medians of like 50s, which is awful but knowing that if you know half of the material and youll get a B was fine with me. Attend lectures for credit.","His class was not great, but it wasn't terrible either. Certainly was mainly learning from the homework though, as his lectures were not that comprehensive nor super well done"
Computer Science,298,Cornell University,Steve,,Marschner,489618,9,average,TEACHER,PROFESSOR,3.4,4.0,4.0,,Great professor who is very accomplished in Graphics. A class is hard with a lot of work and a median grade of B so make sure you have time and are interested in the subject. He is monotone in lecture but very knowledgable and descriptive. Fair and easy to access.,"Steve is a really nice guy overall, I guess people could find his lectures boring if theyre not into the topic. Test was hard and projects are okay, like dont get intimidated by the first few projects as they get much better when you get to the later ones. Prac is usually instructed by his phds, but steves willing to help on question on prac too","Projects are too hard, beyond the scope of the lectures. Steve is a nice guy but his lectures are rather elementary and the projects are 99% self-taught material. He claims that the projects will not be big programs, but I ended up writing 1000+ lines of code for the first assignment. There are other more manageable and interesting 4000+ electives."
Mathematics,298,Cornell University,Andrew,L,Marshall,1909936,4,good,TEACHER,PROFESSOR,4.2,5.0,5.0,,"One of my favorite professor! He is so helpful with my class, and I was so impressed by his way of solving problems. Other students and I always ask him problems right after the class, and he always stays 20 minutes or 30 minutes later to answer our problems. His homework is tough, but his tests is not hard at all.","Wonderful professor. Occasionally lectures seem off topic, but if you go the extra mile to understand them you get the chance to see something really beautiful. Not so good at arithmetic (what kind of self-respecting mathematician is?), but gives fantastic geometric views of the material. He's also quite friendly! Best of  luck at IC Dr. Marshall!","The class is super hard, and requires a lot of work, but Prof. Marshall's lectures are very clear. He's also pretty funny. I just wish they hadn't been 8am lectures, because if you miss class, the course will get much harder than it needs to be and work will most definitely pile up."
Women's Studies,298,Cornell University,Sherry,,Martin,825330,6,good,TEACHER,PROFESSOR,3.8,4.5,4.5,,"She was a great lecturer who forced you to participate and read the material. Your grade is dependent somewhat on your participation and 2 pop quizzes, but it's almost solely based on 2 papers in the semester. I left the class with a new perspective and reverence for people. Take it!!!",Very enjoyable class and very interesting readings. I learned a lot.,The class is very enjoyable.  She lets the class discuss/debate issues but always guides it to the points she wants the class come away with.  Its very important to do the readings.  A class is usually 80% student discussion with the discussion centering around a theme that unifies ALL the readings assigned for the class and also past readings.
Engineering,298,Cornell University,Jose,,Martinez,248142,22,average,TEACHER,PROFESSOR,3.3,5.0,5.0,,"He's a really good professor and teaches you about trade-offs in architecture well. A little disorganized, but I enjoyed taking this class!","I liked the class, some better organization would be helpful, but he's a good lecturer and the material was interesting!",Awesome class.
Accounting,298,Cornell University,Asis,,Martinez-Jerez,2623542,18,average,TEACHER,PROFESSOR,2.9,5.0,5.0,,The bad reviews come from ppl who didnt listen. We were to read and do homework before class so we could discuss in lecture. I did so and learned a ton. I participated more than anyone. It irked me that so many of my peers wanted an A handed to them when they failed to do what he asked. Do what the prof wants; they shouldnt bow to entitled hotelies,I really enjoyed taking Asis's class even though I did freak out in the beginning. His teaching style is different from many other professors as he really wants to help students to build up a critical thinking mindset. He has a lot of cool experiences and is willing to help students both academically and professionally.,"I really enjoyed having Asis for Managerial Accounting. He is tough, but his class set me up for success in the rest of my classes in the Hotel School. He took the time to get to know everyone . I really appreciated how much he cared for his students, and he was always available for extra help (which really helped me succeed in this hard class)."
History,298,Cornell University,Veronica,,Martinez-Matsuda,1621189,20,good,TEACHER,PROFESSOR,4.3,5.0,5.0,,She is awesome.,"She moved the final exam to online because of students concerns, She actually genuinely cares about students and if you're too swamped in a given week, she's very understanding with pushing back certain assignments. She is simply an amazing person and I really enjoyed taking labor history with her. Gem of a person.","Lots of reading and history can be kind of boring, but she genuinely makes it interesting. Definitely meet with her for feedback while writing your essays, she is very helpful and cares about you doing well."
Economics,298,Cornell University,Matt,,Marx,2669962,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"I really cannot sing Professor Marxs praises enough! I know next to nothing about start-ups, but Marxs lectures are always accessible and engaging. He really cares about his students and goes above and beyond to make sure we are assessed fairly. Has the most amazing guest lecturers!!",,
German,298,Cornell University,Andreea,,Mascan,2251416,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Languages,298,Cornell University,Ute,,Maschke,323064,13,good,TEACHER,PROFESSOR,4.0,4.5,4.5,,Best,"I have to agree with the ""cruel and unfriendly"" ratings. She knows her subject but her personality is awful, awful, awful.",Very good professor. Can't complain.
Economics,298,Cornell University,Robert,,Masson,869613,9,poor,TEACHER,PROFESSOR,1.7,,,,"All this comments are a lie. I am currently an Econ major and took this.  Grading criteria is purely based on your exam (45% for 2 prelim 45% for final, 10% hw which is completion). DO NOT expect helpful lectures. He skips a lot of fundamental ideas and he is not clear. TA makes the exam so your test depends on the TA, and the TA changed this year.",He posts the lecture notes in advance online so you can have them as supplement while in class. The textbook is rarely used and his lectures are almost exactly what is in the notes. The exams are carbon copies of the HW problems and past prelims.,"I was hugely disappointed by Prof. Masson's class. Although my grade turned out fine, I didn't really learn much at all. He teaches from poorly written lecture notes that often deviate from the text, making the textbook (which is really quite good) useless to study from for the exams. I now plan to redo the course material on my own."
Science Technology amp Society,298,Cornell University,Jeffrey,,Mathias,2359364,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"He is the best. no need to say more. If you're looking for an FWS, look no further.",This man is the literal goat. Great class not stressful at all and extremely interesting. Highly recommend taking any class with this professor.,
Information Science,298,Cornell University,Nathan,,Matias,2768453,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"Pretty easy but interesting class. There's a design, psychology, and sociology unit each with two short papers and one prelim. Everything is open note and lectures are not mandatory. He was a nice person and was very lenient. We had reading and needed to post to a discussion board, but it wasn't graded harshly. The exams were kinda tricky though.",,
Human Ecology,298,Cornell University,Jordan,,Matsudaira,1705224,4,good,TEACHER,PROFESSOR,4.3,4.5,4.5,,"Found it very hard to stay engaged with his bland, text heavy, lectures. Tests were based off of the many readings & were very specific to policy. I felt that even though I read and studied, I was unable to do well. Very disappointed by this class and professor. For a class on education, his teaching style did not work well with my learning style.","Not always the most interesting lectures but he's nice cool & accomplished, very cool dude","Professor Matsudaira is one of the best I've had thus far. He was passionate, helpful, and very intelligent. Really cared and wanted to engage the class. He was also funny!"
Mathematics,298,Cornell University,Tomoo,,Matsumura,1475906,3,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"First off, he is extremely willing to help his students. Second, good hand writing and explains well.(accent is not a problem) Lastly, he doesn't ask tricky or complicated questions that measure your mathematical talents. His exam questions are really straightforward so that you can get a good grade if you study the material.","He's awesome. Not a boring professor. Even though he has an accent, it's nothing like the other guy teaching (Dr. Cao). Always friendly and explaiins things so logically and energetically. He's a bit jumpy but that just makes the class great and makes him seem like he truly cares (unlike Cao). Helpful in office hours. Take classes by him! Too good.","Tomoo is a very helpful professor (probably the most helpful and reachable prof I have ever had) who truly cares about his students. He is a tough professor and demands a lot from his students, but he is always available to help (you can literally walk into his office any time of the day and he will help you). Take his class!"
Engineering,298,Cornell University,David,,Matteson,1261043,4,good,TEACHER,PROFESSOR,3.8,5.0,5.0,,Not bad. ,"Lectures were extremely boring, but he revealed material on the prelims during class. He was extremely helpful in his office hours, and a very nice guy in general. Prelims and the final were very fair.",Materials before Prelim 1 were quite easy. But it becomes much more difficult after Prelim 2. Lectures are boring. Homeworks are killers to the end of the term. He is new in teaching introductory courses though (he called it introductory). Maybe he is too eager to bring materials from gradutate to a so-called introductory course.
Germanic LanguagesLiterature,298,Cornell University,Grit,,Matthias Phelps,2698364,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Grit is a fantastic professor, especially for beginners. She made all of us in the class feel comfortable speaking, writing, and making mistakes, and was patient with our learning. The class is based heavily on effort and participation. The German studies department is very down to earth and makes you actually want to learn the language.",,
Horticulture,298,Cornell University,Neil,,Mattson,2701079,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Physics,298,Cornell University,Jared,,Maxson,2324838,6,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"Very organized and caring professor. His enthusiasm for the material shines through, but it is his willingness to help students above and beyond what is required that makes him one of my favorite professors at Cornell!","Prof. Maxson is incredible. One of the most entertain professors I've had, crystal clear lectures with excellent pacing, and an enthusiasm that clearly displays his passion for teaching. Although analytical mechanics is difficult, the workload he assigns is effective at teaching and very manageable. Shoutout to Ruoshui too--the best TA I've had!",Maxson is one of the best professors I've ever had at Cornell. He loves the topic and loves teaching students more about it; his enthusiasm is infectious; he holds office hours and HW help and is more than willing to help you improve - even if the HWs and exams can be tricky at times. Everything in the class teaches you something and has a point.
English,298,Cornell University,Barry,,Maxwell,240240,20,good,TEACHER,PROFESSOR,3.9,5.0,5.0,,"Cool dude, fun stuff",needs more organization. we only used a few pages of each books we had to buy,Barry is the man. Really great guy especially if you get to know him outside of class. Fair grader. Take this class if you want to expand your mind and get a solid grade along the way
Mathematics,298,Cornell University,John,,Mayberry,1402671,1,good,TEACHER,PROFESSOR,4.5,4.5,4.5,,"Very helpful and generous to students.  He was extremely flexible with homework, and often spent entire classes going over it if the students had problems.  Class more useful than I initially anticipated, albeit very easy.  I recommend it if you need a math credit, but don't want to take something challenging.  John Mayberry's a cool dude.",,
Science,298,Cornell University,Michael,,Mazourek,2091782,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Best professor I've had at Cornell! Professor Mazourek is THE most understanding, caring, and down-to-earth professor you'll ever meet; his lectures are engaging and refreshing, and he always values his students' input. The class can be challenging at times, but he is always holding review sessions to clarify any questions. Definitely recommend!!!",,
Languages,298,Cornell University,Alice,,McAdams,2747799,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Physics,298,Cornell University,Liam,,McAllister,1711583,7,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"The guy's scary smart - definitely agree with the rest of the reviews! The class is super challenging and McAllister goes very fast, but he's always eager to stop and clarify. Despite what he says, the problem sets and prelims are anything but ""trivial"", so be prepared to spend some time on this class, but it's well worth it!","Excellent professor. Explains material clearly and thoroughly while constantly cultivating an interest in physics. He is somehow able to explain things on a student's level despite being frighteningly intelligent. Be ready to spend quite a while on the problem sets, however.","Absolutely wonderful! He explained everything in ridiculously clear, organized, and interesting ways. The course was very challenging, but entirely worth it! Easily the best professor I have ever had."
Agriculture,298,Cornell University,Murray,,McBride,181432,4,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,He teaches some pretty complex material but explains it well. His midterm was difficult and you have to attend extra homework sessions to know how to do the problem sets. He has a really great dry sense of humor that made classes entertaining. :) I loved him as a professor but he was tough... you're expected to know everything on the slides!,"He's enthusiastic about his field, which makes learning a lot more fun.  Exams are not easy but reasonable for the material covered.  Very smart guy, and very helpful to students.","The course content was quite clear.  The tests, hard but doable.  He is good at offering the help you need."
German,298,Cornell University,Patrizia,,McBride,2490240,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,Simply phenomenal,,
German,298,Cornell University,Douglas,Brent,McBride,2735720,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Professor McBride is a very reasonable professor. He can be confusing at times, especially if you go to him for outside help on essays, but he tries very hard to get to know you as a person and build a healthy student teacher relationship. I would not take Love and Death in Vienna again solely because I did not like the material much.",,
German,298,Cornell University,Brent,,McBride,1375805,13,good,TEACHER,PROFESSOR,3.8,5.0,5.0,,McBride is a jolly fellow. He is very sincere and genuine and is extraordinarily generous with absences and extensions. 100% recommend taking his class if you can because it will be an enriching and joyful experience.,"McBride is truly THE sweetest professor  unbelievably understanding with extensions, super approachable both in and outside of class, and really knowledgable about historical context of the texts we read. He makes sure everyone feels comfortable speaking up or asking for help, which is so kind and supportive. Could not recommend him enough, truly!","He's very personable and overall just a very kind person. Absolutely willing to work with you individually, very understanding of individual situations, and super flexible with deadlines. He's also very easy to get off topic and he'll talk for 10 minutes on something tangentially related. Also pretty funny."
Business,298,Cornell University,Reneta,,McCarthy,182096,42,average,TEACHER,PROFESSOR,3.1,4.0,4.0,,"Honestly one of the worst professors or just teachers i have ever had. Acted like she knew everything but wound up asking students to answer questions cause she didn't know the answer. Super susceptible to ass-kissing and heavily picks favorites. Also, there were days she was just extremely rude when I asked questions or just super lazy to help us.","Really get to know her- she has so many industry connections and really sticks out for the students that she sees put an effort into her class. Participation, professionalism, and attendance are probably the most important things for a good grade in her class. She tends to favor kids interested in hotel ops, but overall a great professor for 1350.",Super annoying lecturer who spent most of her time going on rants unrelated to the subject matter. Did close to zero preparation for the final exam which her grading made absolutely no sense. She needs to retire asap
Business,298,Cornell University,Mark,,McCarthy,182126,25,good,TEACHER,PROFESSOR,4.3,5.0,5.0,,"One of my favorite professors at SHA. He gets really annoyed by students who do not put in effort, however. He is more than willing to help out students with assignments and discuss ""bumping up"" grades, but you really have to put in the effort beforehand. The class itself isn't hard; just become familiar with the nuances of MS Office.","Mark is a great professor but only if he likes you. Thankfully he liked me so I did well in his class and learnt a ton. Don't get me wrong, the class is hard. But, Mark is always there to help out if you just go and ask. One of the most liked professors by far!",Excellent teacher but tough class! Go to TA hours!
Industrial Relations,298,Cornell University,John,,McCarthy,2704552,2,good,TEACHER,PROFESSOR,3.5,5.0,5.0,,McCarthy is great! He is incredibly sweet and easy to talk to outside of class. I had him during the pandemic which makes it difficult to accurately judge his teaching style. But the class was interesting!,"the best thing i can say to describe class is ""meh"". took the class during the pandemic and lectures were pre-recorded for some reason . . not sure why they weren't delivered live... classes were cancelled a lot.",
Biology,298,Cornell University,David,,McCobb,356438,5,good,TEACHER,PROFESSOR,3.5,4.5,4.5,,"McCobb is very intelligent, it makes interactions with him difficult, but once you realize this and begin to talk with him more, he is extremely helpful. Class was great, emphasis on the readings, participation is a must. Go to his office hours and get to know him, and you'll do great.","McCobb is pretty solid prof; not the most organized guy ever but very smart and quite nice.  Know your stuff for discussions because he will expect you to contribute -  do not skim the readings.  Also verrry liberal, big time environmentalist.","Dr. McCobb is an awesome professor, but he will not hold your hand in the class and guide you through the beautiful world of Neuroscience. He requires his students to be active participants in discussion and projects. His class is really what you want to make of it. Personally, I think he's a brilliant professor and would highly recommend his class"
Communication,298,Cornell University,Katherine,,McComas,274167,14,good,TEACHER,PROFESSOR,3.9,4.0,4.0,,"Classes with Professor McComas are worth it because she's such a nice woman. They can be boring but once you get to know her she can be fun, and by the end of the semester you realize you actually learned quite a bit.",i took community involvement with katherine.  the class was a little unorganized and the topic was relatively dry but she did a good job explaining the concepts we did cover and making the class as interesting as possible (w/ guest lectures and applied examples).  she was always available to meet outside of class and kind of hot in a mom way.,"This Class Sucks!! Mccomas doesnt teach a thing and the group project is soooooo stupid, as a comm major I can say take any class but hers!!"
History,298,Cornell University,Max,,McComb,2050004,3,average,TEACHER,PROFESSOR,3.0,5.0,5.0,,"Do not take his class. it's not worth it. He baited me and many other of my classmates into taking his class, The first paper I handed in before the deadline he graded very generously, after the deadline however he started to grade harshly. He also showed no enthusiasm. His class become extremely boring. I dislike every second I was in his class.","Don't take this class. Every opportunity he gets to lower your grade in the class. I don't think he follows a rubric while grading your papers, the grade you get is completely arbitrary. Unless you really want to learn about a medieval civilization take his class, however if you just want to complete a requirement there's other options.","5 papers of 4-5 pages, and a final paper of 7-8 pages. Lots of discussion in class, and he provides really good feedback on the papers. I thought he moderated the discussion really well too! I don't consider myself a good writer, and I think he helped me improve a lot. Going to office hours was really helpful too. I would definitely recommend!"
Health Science,298,Cornell University,.,,McCormick,202264,18,good,TEACHER,PROFESSOR,3.8,5.0,5.0,,Very caring professor! His lecture is very engaging.,"horrible lectures. They're all over the place, and extremely confusing, not because of the material but because of how the material is taught. It's as if he couldn't be bothered to actually make his own lecture or organize the material so his lectures are 100% random figures, and i'm talking confusing figures he mushes together into a pwrpoint","Dr. McCormick is UNBELIEVABLE. By far, my FAVORITE professor at Cornell. I've taken 2 classes with him so far, NS 4310 and NS 4315, and found both engaging, interesting, and worthwhile. He gives handouts for you to take notes on, which is helpful and keeps me engaged. He's so funny!!! He cares deeply about his students and wants us to do well."
Health Science,298,Cornell University,Charles,,McCormick,2403213,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Agriculture,298,Cornell University,Susan,,McCouch,646669,5,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Professor McCouch is the best teacher I have ever had in my life. She is so bright, approachable, and knowledgeable. She has had experiences impacting the world, yet is modest about her work. Highly recommend.","Dr. McCouch is a wonderful professor.  She is extremely caring for her students and is one of the most passionate lectures I have ever seen.  Sitting in her class, you will loose track of time and become enthralled in her teachings.  She is also easy to approach and kind hearted.  Make sure to come to class and take good powerpoint notes to succeed",Prof. McCouch is an incredibly dynamic speaker and lecturer. She is very engaging and does an excellent job of holding the attention of the class. The course itself is an excellent introductory course that covers many of the basic points of plant breeding. The subject material is very applicable to many different subjects. Highly recommended.
English,298,Cornell University,Anastasia,,McCray,2736079,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,I LOVE PROFESSOR MCCRAY. \n\nCornell needs more people like her here. She genuinely cares about her students and wants them to succeed in her course and beyond in a way that is so rare. \n\nShe was always willing to meet to help you improve and also to check in with how you were doing in general. \n\nMy writing definitely improved in her class. ,"Literally the most perfect professor one could ask for. Very engaging, the content is very relevant to our lives, and gives amazing feedback. If you genuinely care about the course, you will learn and grow so much as a writer with her as your professor. Cares for her students' well-being better than anyone else.","Prof McCray is very caring for her students, and she makes sure we know it. She promotes self-care and is willing to grant extensions on assignments. She is a refreshing change from the rest of the professors. Her grading is pretty lenient, too, and is mostly participation-based."
Classics,298,Cornell University,Lawrence,,McCrea,2788495,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
English,298,Cornell University,Kate,,McCullough,756459,11,good,TEACHER,PROFESSOR,4.5,5.0,5.0,,"McCullough is great. Super sweet and actually cares a lot about her students and what she's teaching. I definitely recommend if you're willing to work really hard (especially on essays), do lot's of reading, and participate in class. You will learn if you show up!","Professor McCullough was amazing. She's a tough grader, but I would definitely take another class with her. She is honestly one of the best professors I have had so far!","I had the flu and she postponed my due-date more than a week and met with me to discuss my topic. I also asked for more reading material on a subject and she combed through her piles of books to find something relevant. She's amazing, kind, and unbelievably smart. She gives you the grades you deserve."
Ethnic Studies,298,Cornell University,Shawn,,McDaniel,2475824,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Shawn is one of the best professors I have had the opportunity to take class with. This class was more like a walk through a really cool museum every week and then writing about whatever you felt most passionate about. 20/10 I would recommend the course and the professor. Essays and projects, you are able to chose your topic. Readings and music.",,
Human Ecology,298,Cornell University,Eric,,McDermott,1928546,3,good,TEACHER,PROFESSOR,4.2,5.0,5.0,,He's ok. Tests are pretty hard but fortunately there's a pretty big curve. Lots of reading required and all the hw is online.,"His lectures can be interesting, but they also can put you to sleep. The reason I rated him so high is because when you do listen, he explains the material very well. He's also very straightforward in his lectures and adds a little humor, which is refreshing.","Overall, lectures are intellectually stimulating and mostly conversational rather than a traditional teach-topic-test-topic type course. All in all, I enjoyed the course but definitely had to work for a good grade. Both the take home assignments, final paper, and exams were at least moderately challenging and would take a lot of time to complete."
Hotel  Restaurant Management,298,Cornell University,Tia,,McDonald,1969589,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
English,298,Cornell University,Christina,,McDowell,2647300,3,average,TEACHER,PROFESSOR,2.7,5.0,5.0,,"Dr. McDowell is by far my favorite professor at Cornell (coming from a senior). She is so kind and truly cares about each and every student. All 3650 professors are tough and you need to earn your grade, but McDowell wants you to succeed and will give you the grade you deserve if you work for it. She is the BEST you cannot go wrong.","Grades way too harshly, the assignments she gives is sometimes unclear and doesn't seem useful in the real world.",Feedback isn't representative of grading. She's a new professor but it's way too harsh
Comparative Literature,298,Cornell University,Thomas,,McEnaney,1745520,4,good,TEACHER,PROFESSOR,4.0,5.0,5.0,,"Prof McEnaney had great lectures. They were very interesting and combined the assigned reading with relevant text from different sources. There is a lot of reading, but the books were great and well-selected. I loved the course.","The coolest professor I've ever had. Knows everything about everything. Lectures are intense but interesting. Decent amount of reading, but really worth it.","Clearly very interested in what he lectures on, but isn't very helpful outside of class. Frequently out of town"
Economics,298,Cornell University,Tamara ,,McGavock,1981025,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"Wonderful teacher. There to help. Subject is rather difficult so going to office hours is essential. Tests are tough, but doable. Homework assignments are fairly easy and serve to solidify knowledge of the subjects taught in class. Did an excellent job teaching her first semester of Labor Econ. Textbook not mandatory but helps.",,
English,298,Cornell University,Shilo,,McGiff,1021985,2,good,TEACHER,PROFESSOR,4.5,4.5,4.5,,"Shilo helped me learn a lot, and she's a great professor!","Freshman writing seminar teacher, topic: Cowboys and the American West.  Shilo helped me become a better writer, and was interested in getting to know me outside of class, too.  It was always very easy to chat with her, and she showed that class great movies.",
Biomedical Engineering,298,Cornell University,William,,McGill,2596189,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"This man is a LEGEND. He works a bunch of different jobs: PA, ME, engineer, EMT, and more, so the case studies he talks about in our physiology class are always entertaining, informative, and wild. Your grade is essentially up to you, if you put the work, you can get an A+. Its a point system, with lots of give: you choose which parts you do.",,
Fine Arts,298,Cornell University,Kaya,,McGowan,11368,5,good,TEACHER,PROFESSOR,4.7,5.0,5.0,,"Professor McGowan is one of the most enthusiastic professors I have had at Cornell. Her passion for what she teaches was clear in her lectures, and she kept the course engaging and interesting. Taking her class has made me consider pursuing an art history minor","Best professor i ve ever met at Cornell. Extremely passionate about the material and she will show you something interesting from her own collection every class. As for grading, as long as you do what she wants, and pay attention to what she is looking for in essays, you will be fine. personally think its an easy class.","Had her first semester freshman year for ARTH of Southeast Asia.  Very enthusiastic about the subject and great help whenver you asked.  Fair grader, but there were lots of upperclassmen taking the class for distribution requirements."
Marketing,298,Cornell University,Matthew,,McGranaghan,2602775,1,poor,TEACHER,PROFESSOR,1.0,,,,"It is clear that McGranaghan has no experience with Marketing for a real company. You might as well read the textbook: it will be more concise and probably more interesting than him. Also, none of our class assignments are related to the lectures. He thinks there is only one correct answer to cases, so you better say exactly what he wants you to.",,
