tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,review
Comparative Literature,298,Cornell University,Jonathan,,Monroe,1491007,9,good,TEACHER,PROFESSOR,4.4,5.0,5.0,COML2020,"I really enjoyed Prof. Monroe's class  COML 2020 Great Books  it's a decent amount of reading material, but they're all ""great"" picks, which made the class so enjoyable. Monroe's discussions are engaging, and he's just a really great professor overall. He cares about the success of his students, and his delight for his work is infectious."
Near Eastern Studies,298,Cornell University,Christopher,,Monroe,885544,21,good,TEACHER,PROFESSOR,4.0,5.0,5.0,NES2522,Incredible professor. Take all of his courses if you get the chance. Favorite at Cornell. Might minor is NES because hes so amazing.
Near Eastern Studies,298,Cornell University,Lauren,,Monroe,906861,10,good,TEACHER,PROFESSOR,4.8,5.0,5.0,NES2724,Shes very kind and engaging and approaches the material in a really unique way. Made me actually not upset to wake up early to go to class. Highly recommend.
Engineering,298,Cornell University,Francesco,,Monticone,2312627,26,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ECE3030,"Prof Monticone is the best!! Very knowledgeable, approachable, and willing to accommodate during the online course. I'm not good at e&m but his lectures are so well-structured and designed that everyone can comprehend."
English,298,Cornell University,carl,,moon,2422643,0,zero,TEACHER,PROFESSOR,N/A,,,,
Science,298,Cornell University,Alex,,Moore,184339,5,good,TEACHER,PROFESSOR,4.0,5.0,5.0,EAS2200,"Take this class!  Labs consist of field trips and hands-on experience, tests are fair, and lectures are both useful and fun.  Her emphasis is on analysis, not rote memorization--she teaches you not how to be a student, but a scientist."
Mathematics,298,Cornell University,Justin,,Moore,1820199,9,good,TEACHER,PROFESSOR,4.0,5.0,5.0,MATH4540,"great, attentive professor. explains concepts well. very organized. a lot of homework, but not overwhelming. material is tough, but he teaches it well."
Comparative Literature,298,Cornell University,Liron,,Mor,1475905,5,good,TEACHER,PROFESSOR,4.0,5.0,5.0,COML1109,"Tough, but fair grader. Has a lot of smart, interesting things to say on the subject."
Psychology,298,Cornell University,Emanuel,Cristian,Mora,2711257,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,PSYCH2230,"What an amazing prof! Prof Mora has done some amazing research and taught all around the world. BEN is not an easy subject for me, but Prof Mora ensured I could understand the material. The extra credit helps you prepare for the prelims/quizzes. Prof is a guest lecturer, but I STRONGLY recommend his class!"
Sociology,298,Cornell University,Steve,,Morgan,185778,19,good,TEACHER,PROFESSOR,3.8,4.0,4.0,PHIL1950,"The structure of the class worked really well for me. The lectures were interesting for the most part. Subject matter is very relevant, which is a nice change from some of my other classes. Also, the debates he held allowed people the chance to express their opinions and learn from another. Overall, I would definitely recommend this class."
English,298,Cornell University,Robert,,Morgan,2228898,0,zero,TEACHER,PROFESSOR,N/A,,,,
Aerospace Eng. & Mechanics,298,Cornell University,Atieh,,Moridi,2703455,0,zero,TEACHER,PROFESSOR,N/A,,,,
Biology,298,Cornell University,James,,Morin,854966,5,average,TEACHER,PROFESSOR,2.8,4.5,4.5,BIOEE2780,"Horrible lecturer, poorly presents even interesting info.  His lectures dont connect so the best you can do is memorize tons of phylogenetic trees.  Quizzes are absurd, and the answers are posted only when many students complain."
Natural Resources,298,Cornell University,Stephen,,Morreale,1627657,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,NTRES3260,"Cares a lot about student success, even for those he doesn't officially advise. Excellent prof."
Architecture,298,Cornell University,Mark,,Morris,1166518,4,good,TEACHER,PROFESSOR,4.9,5.0,5.0,ARCH4101,Amazing prof. Had him my fourth year and turned my education around. He's a productive and insightful teacher with incredible credentials. An incredible sense of humor helps reinvigorate the students and promotes an environment where the student and professor are equals.  10 out of 10.
Human Ecology,298,Cornell University,Jeanne,,Moseley,1882024,11,average,TEACHER,PROFESSOR,3.2,5.0,5.0,NS2600,"Professor Moseley was alright, but the grading on tests was pretty unfair in my experience. The grad TA grading was insanely rough and it was almost impossible to go straight to Dr. Moseley"
Music,298,Cornell University,Roger,,Moseley,1626896,7,good,TEACHER,PROFESSOR,4.7,5.0,5.0,MUSIC2701,Easy to get into contact with. Such an interesting and intellectual guy. You know you're in the presence of a great person and scholar.
Engineering,298,Cornell University,Jeffrey,,Moses,2284509,1,average,TEACHER,PROFESSOR,3.0,,,AEP2640,This class was annoying busy work. Moses lectures well and cares about his students. Exams are really easy. Lab is boring and annoying.
Hotel  Restaurant Management,298,Cornell University,Pamela,,Moulton,2138737,7,good,TEACHER,PROFESSOR,4.5,5.0,5.0,HADM2250,"GET READY TO WORK! This will be your busiest class of the semester. An A is possible but prepare for all-nighters. If you work to get an A, you will learn a ton of stuff along the way! Sniff SNiff"
Psychology,298,Cornell University,Roy,,Moyal,2446404,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,PSYCH1140,"Professor Roy is an excellent teacher. He is very knowledgeable in psychology and writing and displays this through in-class presentations as well as in his feedback for essays. As a professor, he is also very caring and understands the fact that students have other classes and activities. (He also knows CS and makes cool demos!)"
Agriculture,298,Cornell University,Kenneth,,Mudge,1025276,4,average,TEACHER,PROFESSOR,2.9,4.0,4.0,HORT4260,"Ken is a great guy. He's a little goofy, but very knowledgeable The class is very practical and a great way to spend a few hours in a forest every week. If you stay on top of the readings, the workload is pretty minimal. With a little effort an A is pretty easy to get."
Physics,298,Cornell University,Erich,,Mueller,855263,21,average,TEACHER,PROFESSOR,3.0,5.0,5.0,PHYS2207,"Professor Mueller deserves a much higher rating. His class was well taught, and he spent hours preparing all of the pre-lecture videos for us to watch. He is very approachable and engaged us during lecture."
Near Eastern Studies,298,Cornell University,Ahmed,,Muhamed,1636612,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,NES1201,"caring, nice"
Computer Science,298,Cornell University,Curran,,Muhlberger,2756306,4,good,TEACHER,PROFESSOR,4.5,5.0,5.0,CS2110,"Great lecturer and very helpful when answering questions! Clearly a very knowledgeable professor. Personally, I preferred his lectures over Gries's."
Engineering,298,Cornell University,Subrata,,Mukherjee,449690,5,poor,TEACHER,PROFESSOR,1.9,4.5,4.5,MATH2940,"This professor was absolutely terrible. Even though it was not the easiest of material, he made class far more complex than it needed to be to explain the simple concepts. He is the worst professor that I have had here at Cornell, and he should be put out to pasture."
Asian Studies,298,Cornell University,Sreemati,,Mukherjee,1047896,6,good,TEACHER,PROFESSOR,4.0,4.5,4.5,1101,"she has to be the most disorganized person of all time. her lectures are scattered, tangential, and non-structured. she'd be better off using verb lists and other language resources, with grammatical practice. the lack of rigor and precision on her part leads to an even greater sense of disorder. she also makes you do more work than syllabus says."
Architecture,298,Cornell University,Vince,,Mulcahy,544427,12,good,TEACHER,PROFESSOR,3.7,5.0,5.0,ARCH1301,"Best professor ever!! Really fun, makes class interesting, tells good stories, and the time flies by. I looked forward to going to lecture. An enthusiastic lecturer and funny guy. After taking this class, I'm on track to be an Architecture minor."
History,298,Cornell University,Nicholas,,Mulder,2763529,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,HIST2285,"Excellent professor and great course. Highly recommend to anyone looking to take a history class. Grade based only on participation, weekly discussion posts, and a final paper. Super interesting material and the way Prof Mulder runs the class makes it all the more enjoyable."
Engineering,298,Cornell University,David,,Muller,650286,3,good,TEACHER,PROFESSOR,3.5,5.0,5.0,AEP6610,"Excellent course, excellent professor. Knows his stuff, and is excellent at condensing it to the most comprehensible level. Creates interest in the matter and has a great sense of humor to keep things lively in class. Brilliant,"
Philosophy,298,Cornell University,Lucia,,Munguia,2294646,8,good,TEACHER,PROFESSOR,4.7,5.0,5.0,PHIL3330,"She is beyond sweet and this class is so easy! If you're looking for a Professor that understands that life happens it is definitely her. She is truly an amazing person and the class is easy. Weekly discussions, midterm and a final. There is one project."
Finance,298,Cornell University,Justin,,Murfin,2769046,0,zero,TEACHER,PROFESSOR,N/A,,,,
Humanities,298,Cornell University,Timothy,,Murray,413922,8,poor,TEACHER,PROFESSOR,2.4,4.5,4.5,ENG1111,I was in his freshmen writing seminar called critical surfing. He seemed kind of off topic sometimes but his assignments are reasonalbly distributed and not so overwhelming. He is generally nice and easy grading. His video demonstrations are interesting yet disgusting time to time. He is generally a good professor and I liked his class.
Linguistics,298,Cornell University,Sarah,,Murray,1615822,5,good,TEACHER,PROFESSOR,4.8,5.0,5.0,LING1101,I felt like professor Murray really cared about how we were doing and she was very interesting and knowledgeable. I really enjoyed the class and would highly recommend the professor.
Materials Science,298,Cornell University,Martin,,Murtagh,1911734,0,zero,TEACHER,PROFESSOR,N/A,,,,
Mathematics,298,Cornell University,Camil,,Muscalu,826920,18,average,TEACHER,PROFESSOR,2.8,5.0,5.0,MATH4130,Prof. Muscalu is one of the best maths professors at Cornell university. His honor analysis series along with abstract algebra by Prof. Allen Knutson are the most challenging and rewarding maths courses I have ever taken at Cornell.
Veterinary Sciences,298,Cornell University,Donna,,Muscarella,1793556,6,good,TEACHER,PROFESSOR,4.4,5.0,5.0,ANSC2150,Didn't know a single thing about birds when I signed up. Left knowing so much awesome information about parrots. Really enjoyed the class.
Sociology,298,Cornell University,Kelly,,Musick,1516742,4,good,TEACHER,PROFESSOR,4.2,5.0,5.0,PAM3120,"Lectures were boring. Grading was a little tougher than expected (but that was done by the TAs, not the prof). Easy A-, had to put in a little extra work for that A."
Music,298,Cornell University,jordan,,musser,2505500,1,poor,TEACHER,PROFESSOR,1.0,,,HOM313,"Only about half of what he teaches us is about actual film music. The rest of his class is about discussing the problematic history of hollywood where he goes on tirades about marxism, male gaze, and the evils of whiteness. You're gonna learn a few things about film music, but don't be fooled, he strays away from the actual subject a lot!"
Chemistry,298,Cornell University,Andrew,J,Musser,2723270,25,poor,TEACHER,PROFESSOR,2.0,4.0,4.0,CHEM2090,"It's not his fault that he was given a class of > 400 students in an auditorium where he could barely be heard and the blackboard could be read. Still, his exams were difficult (around 50% median on both prelims and final)."
Hotel & Restaurant Management,298,Cornell University,Stephen,,Mutkoski,1241890,6,average,TEACHER,PROFESSOR,3.4,4.0,4.0,HADM4300,Don't take this wine course for an easy A. This is a tough class that requires a lot of memorization. The wine tasting is a good feature. Read all the online material supplied by the National Wine School for this class. That will help a lot .
Computer Science,298,Cornell University,Andrew,,Myers,180783,17,good,TEACHER,PROFESSOR,4.3,5.0,5.0,CS2112,"Myers is very knowledgeable and you can really tell that he cares about his students through the way he carries himself in lecture. It's crazy how much work is in the assignments (200 hours total for me), but the online course notes and TA office hours are a god send. I've never learned this much from a professor and a class before."
Anthropology,298,Cornell University,Paul,,Nadasdy,2154772,0,zero,TEACHER,PROFESSOR,N/A,,,,
English,298,Cornell University,Alex,,Nading,2619561,0,zero,TEACHER,PROFESSOR,N/A,,,,
Industrial Relations,298,Cornell University,Tejasvi,,Nagaraja,2766229,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,ILRLR3885,"Professor is clearly very smart, but his classroom management isn't great. He assigned a lot of reading for this class and didn't get assignments back to us for a very long time. The three essays he did assign were essentially the same prompt each time? Interesting class to take if you're invested in the books but hard to get a lot of out of him."
History,298,Cornell University,John,,Najemy,197368,14,good,TEACHER,PROFESSOR,3.9,5.0,5.0,HIST351,"I took Mr. Najemy's 'Machiavelli' course in Fall 2006. He truly inspired his students,  and was clearly passionate about history. He had an unparalleled knowledge of early modern Europe, particularly Florence. He may speak a little softly, but this fits well with his unassuming character.  If you like European history, you must take this seminar."
English,298,Cornell University,Samuel,,Nam,1849814,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ENGL2880,Excellent professor.
African Studies,298,Cornell University,Abdul,,Nanji,1533020,2,average,TEACHER,PROFESSOR,3.0,5.0,5.0,UN2101,"not a very good teacher, impatient, defensive when challenged, particularly nervous around grad students.  not sure prof nanji has the training and background to be teaching at this level at this University"
Electronic Engineering Technol,298,Cornell University,Nils,,Napp,2576884,5,poor,TEACHER,PROFESSOR,1.6,4.0,4.0,ECE3140,"Most disorganized class ever. The lectures are very hard to follow, and the slides don't have enough information so there are no materials for you to study this course. There is no feedback on assignments until final grades are released."
Mathematics,298,Cornell University,Rajendran,,Narayanan,1689011,4,good,TEACHER,PROFESSOR,4.0,5.0,5.0,BTRY3080,Probability theory is not an easy topic and Raj does an excellent job teaching an introductory class while gauging interest in upper level proofs. Everything is proved in class but the test are mostly based on applied cases. Vert few professors can make you better at mathematics and that's why Raj was excellent because he made al of us better!
Classics,298,Cornell University,Jess,,Nardulli,2402370,20,good,TEACHER,PROFESSOR,4.8,5.0,5.0,WIKI2021,One of the best teachers I've ever had. I would take this class 1023 times if I could!
Biology,298,Cornell University,June,,Nasrallah,2382735,2,good,TEACHER,PROFESSOR,4.0,5.0,5.0,PLBIO3430,"Decent lecturer, though the material is pretty dry. Hard content, but no curve. Grade is based almost entirely on exams and a final project. No practice problems given which made it extremely difficult to study for exams."
Communication,298,Cornell University,Traci,,Nathans-Kelly,2288942,1,poor,TEACHER,PROFESSOR,2.0,,,ENGRC2640,Gives off the vibe of a high school english teacher and has a very self-centered attitude. Lectures feel very useless.
Law,298,Cornell University,Muna,,Ndulo,1098363,6,good,TEACHER,PROFESSOR,4.9,4.5,4.5,LAW6655,"This professor is by far the most knowledgeable on South African law and constittuion. His first hand accounts working in South Africa during the transition with Mandela, Joe Slovo, Chris Hani and others is extraordinary.  he is very humble, modest and a great professor."
Sociology,298,Cornell University,Victor,,Nee,185773,13,good,TEACHER,PROFESSOR,3.6,4.5,4.5,SOC2190,"Everything was pretty easy, except for the fact that he assigned us 15 page paper to do in 10 days at the end of the semester."
Sociology,298,Cornell University,Ryan,,Nehring,1919376,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,DSOC1200,"He will literally go out of his way to help you on literally anything. He is super chill. Easy A, and you actually learn valuable skills and subject material."
Accounting,298,Cornell University,Mark,,Nelson,2093121,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,AEM3370,"Absolutely fantastic. He is an expert in the area (wrote a textbook). Very clear delivery in lecture. The course involves a lot of work, so make sure to attend lectures and do practice exams."
Communication,298,Cornell University,Sam,,Nelson,874861,29,good,TEACHER,PROFESSOR,4.5,5.0,5.0,ILRLR3055,Easiest class ever. Only like 2 projects and paper and Sam is a super easy grader. Lets us leave lecture after like an hour.
Agriculture,298,Cornell University,Rebecca,,Nelson,2222046,4,poor,TEACHER,PROFESSOR,2.0,,,SYSEN1900,"Rudest professor I've met here, made me quit my project team because she didn't support any students. Always loved hearing herself talk and brainstorm, and bored me every meeting. I don't know how she is in class, but she's an insufferable person"
Science,298,Cornell University,Debra,,Nero,162717,54,good,TEACHER,PROFESSOR,3.9,5.0,5.0,BIOMG2801,"You will get yelled at and might get hit by Nero, but keep asking questions and don't give up. She's definitely there to help you but you need to put in the other half of the work. She'll push you and is not afraid of whacking you on the head to get you to learn."
Mathematics,298,Cornell University,Anil,,Nerode,192541,25,poor,TEACHER,PROFESSOR,2.3,4.0,4.0,MATH2210,"Would not recommend taking this class with him. I took it when COVID first started but think about it to this day. He's nice and it's an easy A, but I learned the literal bare minimum of linear algebra. I occasionally am embarrassed that I don't know linear algebra concepts I need in my STEM classes now. If I could go back I would take ENGI linalg."
Women's Studies,298,Cornell University,Natalie,,Nesvaderani,2650203,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,FGSS1117,Natalie is an amazing FWS professor who really cares about her students' success. She always made an effort to accommodate students during the pandemic. I loved taking this course and would definitely recommend her to future students!!
Design,298,Cornell University,Anil,,Netravali,782452,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,FSAD1350,"I took Professor Netravalli's class as a non-FSAD major and personally found the material a bit difficult to digest. However, Netravalli was very understanding and was available and enthusiastic to help during office hours. He even held a review session for the final exam. Overall very fair testing and wonderful professor!!"
Mathematics,298,Cornell University,Eran,,Nevo,1023521,4,average,TEACHER,PROFESSOR,3.0,4.5,4.5,MATH3040,WORST CLASS EVER.
Hospitality,298,Cornell University,Amy,,Newman,718731,8,average,TEACHER,PROFESSOR,3.0,5.0,5.0,AEM3000,"TERRIBLE! SOCIAL ENGINEERING CLASS! Newman feels Any challenges, failures, or misery non-white people face in life is not their fault. And, even worse, there is nothing they can do to change their circumstances. So, just stew in your bitterness and hatred for White males along with her and her like, so goes the leftist campus orthodoxy of the day!!"
Management,298,Cornell University,Robert,Todd,Newman,2749530,1,poor,TEACHER,PROFESSOR,1.0,,,ENMGT5940,"Thinks that a 4-credit course is valid for giving hours of work for participation homework. Not even including the other individual homework, team project, team project homework, quizzes, final project, and a final exam we also have to complete for this class alone."
History,298,Cornell University,James,,Newton,2485820,0,zero,TEACHER,PROFESSOR,N/A,,,,
Labor amp Employment Relations,298,Cornell University,Jason,,Newton,2351278,12,average,TEACHER,PROFESSOR,3.0,5.0,5.0,ILRLR1100,"Newton is hostile to students. If you miss a class, good luck trying to get the material (his slides have max 15 words). Assigns an unreasonable amount of reading, and is suspicious of students that ask for help or come to office hours."
Mathematics,298,Cornell University,Siu-Hung (Richard),,Ng,1810447,4,poor,TEACHER,PROFESSOR,1.3,,,MATH2099,"Made an already difficult class even more uneccesarily difficult during covid. Hard to understand his lectures even though it seems that he tries his best. Tests are brutal, quizes are gambles, said hed curve the final grade and then just didnt. This is a tough class, find a prof that doesnt make things any tougher than they already are."
English,298,Cornell University,Mukoma,Wa,Ngugi,2323741,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ASRC2770,"An excellent lecturer who pulls from a wide range of personal and professional experiences to make this class a cohesive picture, alongside Prof. Diaz and her work. He has written across may genres and provides great insight and feedback. He is someone you want to impress!"
English,298,Cornell University,Lena,,Nguyen,2045798,5,good,TEACHER,PROFESSOR,4.6,5.0,5.0,ENGL1168,Lena is great! I love her!
Veterinary Sciences,298,Cornell University,Blake,,Nguyen,2493921,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ANSC3540,"A delightful professor, and a genuinely good person. He's got a dry sense of humor that he uses at unexpected times, which keeps things lively. He makes an effort to actually get to know the people in his class. His previous experience as a practicing vet makes his teaching that much better."
Biology,298,Cornell University,Karl,,Nichols,2428678,0,zero,TEACHER,PROFESSOR,N/A,,,,
Economics,298,Cornell University,Charles,,Nicholson,963725,2,average,TEACHER,PROFESSOR,2.8,4.5,4.5,AEM3430,"Overall the class is very arbitrary, especially when 60% of your grade is based on what decides to give you on prelims and your ""class participation"" . Overall he is a very tough grader with the average in our class being a B. You come in thinking he's a nice guy but there are easier classes to take for your concentration with a higher mean"
Astronomy,298,Cornell University,Phillip,,Nicholson,2336440,3,good,TEACHER,PROFESSOR,4.3,4.0,4.0,ASTRO1102,"Loved it! Lectures were always super clear and the tests and problem sets correlated strongly. Psets got tougher as the semester went on, but group work is a great solution. If you read the textbook and take good notes on the lectures, you will do very well in this class. Very straightforward, knowledgeable, and responsive professor!"
Biology,298,Cornell University,Linda,,Nicholson,1524854,7,good,TEACHER,PROFESSOR,4.4,5.0,5.0,BIOMG3310,Her slides were kinda bad but she explained the concepts fine. It was very memorization heavy so attending lecture was necessary. We had weekly quizzes that helped me stay on top of material. The final was worth 40% of our grade with one prelim being worth 35% and the quizzes worth 25%. She also gave some practice problems which was helpful.
Human Ecology,298,Cornell University,Sean,,Nicholson,1927040,20,good,TEACHER,PROFESSOR,4.5,5.0,5.0,PAM2350,"Solid professor. Well-versed in his field, & keeps contact even after semester is over. Curves final grade, not individual prelims. Generous on point-back system, and always wants to get to know his students more. Would definitely take him again."
Business,298,Cornell University,Nick,,Nickitas,2654364,2,average,TEACHER,PROFESSOR,3.0,5.0,5.0,AEM3249,I loved Nick's class! It gives you good insight about starting a startup through case studies and learning about Nick's own experience with his startup Rosie! In the class you are assigned a group where you start a startup together. I really enjoyed this coming from a STEM background and this being my first AEM class.
Communication,298,Cornell University,Jeff,,Niederdeppe,1806907,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,COMM2820,"Interesting class material and professor has ample relevant experience on social campaigns. He is a great guy - kind, understanding, energetic, etc. The class is based around a major group project campaign, which can be hit or miss based on the client."
Physics,298,Cornell University,Michael,D,Niemack,1852272,5,good,TEACHER,PROFESSOR,4.6,5.0,5.0,PHYS2217,"Professor Niemack is super smart, knowledgeable, and just a wholesome person overall. His lectures are mostly good, although he doesn't explain his mathematical derivations in much depth unless specifically asked to do so. That said, he really keeps track of whether the class is keeping up using his excellent (and interesting) i-clicker questions."
Biology,298,Cornell University,Karl,,Niklas,579937,44,good,TEACHER,PROFESSOR,4.7,5.0,5.0,BIOPL2410,"Karl cares immensely about his undergraduate students, and is incredibly distinguished in this field. He goes out of his way to help and mentor students in their careers. When grading, he will taken into account your commitment to the class, so expect to attend lectures. Hands down, the best professor I've had during my time at Cornell."
Economics,298,Cornell University,Plamen,,Nikolov,540255,7,good,TEACHER,PROFESSOR,4.1,5.0,5.0,ECON101,Plamen is one of the best teachers I have come across.  Unfortunately he is quirky which can be distract attention away from the material.  One also sees him running around campus so often that you would think Cornell was being invaded by an army of light infantry text book wielding Romanians or a croatian cross country team.
Economics,298,Cornell University,Kristoffer,,Nimark,2486309,5,average,TEACHER,PROFESSOR,2.6,5.0,5.0,ECON4210,Most irresponsible and poorest professor I have ever met at Cornell. Simply don't care since he's already full professor and won't be fired.
Statistics,298,Cornell University,Yang,,Ning,2201480,11,good,TEACHER,PROFESSOR,4.9,5.0,5.0,STSCI4740,"very nice professor who is accomodating of different kinds of learning styles. lecture slides are useful, the assignments and exams are reasonable reflections of the course content. very accessible in terms of emails and office hours."
Business,298,Cornell University,Lisa,,Nishii,273406,18,good,TEACHER,PROFESSOR,4.0,5.0,5.0,ILRHR2690,She's brilliant and kind.
Biology,298,Cornell University,Helen,,Nivison,714273,6,good,TEACHER,PROFESSOR,4.4,5.0,5.0,BIOMG4400,"Dr. Nivison is nice, practical, and knows her stuff. This is a great course. Very well designed. And youll have lots of time to interact with the instructor(s)."
Chemistry,298,Cornell University,Jon,,Njardarson,564283,20,average,TEACHER,PROFESSOR,3.3,4.5,4.5,CHEM3570,Great Instructor. Once you get past the accent you can really learn a lot from him. His lectures were very organized and he focused much more on the theory behind organic reations rather than simply listing them like in 358
Chemistry,298,Cornell University,J.,,Njaroarson,650353,3,good,TEACHER,PROFESSOR,4.3,4.5,4.5,CHEM357,J\xc3\xb3n rules.
Biology,298,Cornell University,Drew,,Noden,831585,8,good,TEACHER,PROFESSOR,3.8,5.0,5.0,BIOMG4890,"Adds some humor and excitement to otherwise dull material.  Class is relatively hard, but the tests are a fair assessment of what you know.  No textbook for class and no graded assignments beyond a pair of in-class and take-home tests.  Lab period is used for extra-long lectures more often than for looking at embryos under a microscope."
Theater,298,Cornell University,Jimmy,,Noriega,1095418,33,good,TEACHER,PROFESSOR,4.6,5.0,5.0,THTRTHTR,AMAZING!! Cornell will sure miss him and not be the same!
Hospitality,298,Cornell University,Gregory,,Norkus,182107,3,good,TEACHER,PROFESSOR,4.3,4.5,4.5,HA2290,"Take this class if you can, but it's difficult to get in.  Useful, fun, but biweekly quizzes can be tough."
Philosophy,298,Cornell University,Jill,,North,1730227,5,good,TEACHER,PROFESSOR,3.7,4.5,4.5,PHIL3850,Very clear explanations for difficult material. Only one (relatively optional) reading each day and two tests. No problem sets at all. Very helpful with questions even though there aren't always concrete answers.
History,298,Cornell University,Mary Beth,,Norton,386324,11,average,TEACHER,PROFESSOR,3.2,5.0,5.0,HIST400,"She is a model of scholarly dedication.  The life of the mind is a calling, not a job, and Norton models the passion, stamina, and excitement of living for ideas.  I was her teaching assistant decades ago, and I still cherish the memory of that semester."
Classics,298,Cornell University,Alan,,Nussbaum,1510019,2,good,TEACHER,PROFESSOR,4.5,4.0,4.0,LING1109,"A very enjoyable professor, very knowledgeable and open to questions. All material is on printed notes handed out each class, but not much of it will make sense if you don't go to lecture. I did have his class in the late afternoon and his voice put me to sleep several times, but not for lack of interesting content."
Mathematics,298,Cornell University,Michael,,Nussbaum,672063,21,poor,TEACHER,PROFESSOR,1.9,5.0,5.0,MATH1710,"He is quite boring. His lectures are undoubtedly monotone and basic. But I will be lying if I don't say he gives handsome grandpa vibes, that is the only reason I go to lecture. This is why I give him a solid 2 out of 5!"
Biology,298,Cornell University,Jan,,Nyrop,966810,4,good,TEACHER,PROFESSOR,4.8,5.0,5.0,ENTOM2020,"Professor Nyrop was my favorite professor during my first semester. He is an amazing lecturer and truly cares about his students. Honestly, the class is super easy, but he makes it interesting and makes you care about the class in terms of other things beyond just an easy A or A+."
Health Science,298,Cornell University,Kimberly,,O''Brien,1721988,0,zero,TEACHER,PROFESSOR,N/A,,,,
Civil Engineering,298,Cornell University,Thomas,,O''Rourke,1705573,0,zero,TEACHER,PROFESSOR,N/A,,,,
Science,298,Cornell University,Kimberly,,O'Brien,1121838,20,average,TEACHER,PROFESSOR,3.0,5.0,5.0,NS3410,"She's actually the worst professor I've ever had, no exaggeration."
Chemistry,298,Cornell University,Kyle,,O'Conner,1819081,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,CHEM2510,"Congratulations! If you're reading this, it's because you won Kyle for your instructor. Kyle is great at answering all questions, as in-depth as you want, and super clear and easy. Kyle could write his own textbook ""Chemistry for People Who Aren't Good at Chemistry"". He is super clear and cheerful. Prepare to work SUPER hard, though! He expects it!"
Economics,298,Cornell University,Ted,,O'Donoghue,210623,25,good,TEACHER,PROFESSOR,4.6,5.0,5.0,ECON4660,"His lectures are extremely clear and is very willing to engage with students and answer questions. Despite his ability to explain the concepts very thoroughly and make the content look easy, the material itself is pretty challenging. Tests are challenging but not unreasonable. Definitely take a course with prof OD if you get the chance."
Agriculture,298,Cornell University,Ralph,,Obendorf,202288,4,average,TEACHER,PROFESSOR,3.2,5.0,5.0,CSS1010,"Interesting guy, but incredibly boring teaching style. Expect to spend the semester yawning while he explains black-and-white diagrams. The information communicated is only useful if you have previous hands-on knowledge of agriculture. Those who grew up on a farm should have no problem, but those who don't havethat background will find it hard."
Engineering,298,Cornell University,Christopher,,Ober,474837,10,poor,TEACHER,PROFESSOR,2.3,4.0,4.0,MSE521,Great intro class for polymers!
History,298,Cornell University,Emilio,,Ocampo Eibenschutz,2660732,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,HIST1200,"topic was 'globalization in the persian gulf'. didn't buy any books bc readings were instructor provided! participation (via discussion and weekly canvas reading reflection) IMPORTANT. 3 analytical essays (5-6 pg). not easy, but fair grader. discussions and readings were enlightening and engaging! highly recommend this class! yay Emilio!"
Architecture,298,Cornell University,Jonathan,,Ochshorn,1972906,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ARCH2614,"An excellent professor! He can be a little quirky sometimes, but overall very caring and chill. Grades come easy as long as you go to the lectures (which notes are available online, so not a note-heavy class). Assignments can be time-consuming but were graded mercifully, and there are ways to get half of the lost points back."
Hotel  Restaurant Management,298,Cornell University,Peggy,,Odom-Reed,2176020,13,poor,TEACHER,PROFESSOR,1.3,,,HADM3650,"she was so bad, i want to give her a 0, but that's not possible, so i give her a 1."
Languages,298,Cornell University,Shambhu,,Oja,220999,8,good,TEACHER,PROFESSOR,4.9,4.5,4.5,NEP2201,"Shambhu is an excellent professor who really cares about his students and wants them to do well. I took four semesters of Nepali and loved it! It's a challenging language to learn, but Shambhu is very patient and good at breaking down concepts. "
Human Ecology,298,Cornell University,Bethany,,Ojalehto,2498336,0,zero,TEACHER,PROFESSOR,N/A,,,,
Architecture,298,Cornell University,Amaechi,,Okigbo,319953,10,poor,TEACHER,PROFESSOR,2.2,4.0,4.0,LA1142,"Great man and a great teacher.  Agree with all that his vocabulary is above average and sometimes incomprehensible, but always helped when asked.  Very respectable"
Engineering,298,Cornell University,William,,Olbricht,949261,2,good,TEACHER,PROFESSOR,3.5,4.0,4.0,CHEME3230,"Went a little too quickly during lecture, but class was very fair. Exams were challenging and there were never any surprises. Office hours were great and Prof. Olbricht was always happy to help improve student's understanding."
